"Results","Agent","Map","Placement","Average Rank of Match","Average Combat Score (ACS)","K/D","KAST%","First Death"
"1",66.6666666666667,55.8139534883721,45.8823529411765,44.8275862068966,157,0.8,76,1
"0",28.5714285714286,52.112676056338,42.1052631578947,46.1538461538462,118,0.352941176470588,47,2
"0",66.6666666666667,55.8139534883721,42.1052631578947,55.5555555555556,114,0.375,42,2
"0",54.4444444444444,49.2753623188406,42.1052631578947,46.1538461538462,60,0.153846153846154,50,1
"0",48.1481481481481,51.7241379310345,45.8823529411765,46.1538461538462,122,0.625,48,1
"1",54.4444444444444,51.7241379310345,55.5555555555556,46.1538461538462,242,1.33333333333333,77,1
"1",54.4444444444444,51.7241379310345,45.8823529411765,44.8275862068966,147,0.65,75,2
"1",54.4444444444444,49.3150684931507,59.2592592592593,44.8275862068966,132,0.666666666666667,74,2
"0",54.4444444444444,49.3150684931507,53.3333333333333,54.8387096774194,214,0.8,72,3
"1",54.4444444444444,51.5625,45.8823529411765,44.8275862068966,125,0.777777777777778,80,0
"0",54.4444444444444,49.3150684931507,45.8823529411765,55.5555555555556,159,0.65,75,0
"0",66.6666666666667,52.112676056338,45.4545454545455,46.1538461538462,270,1.08333333333333,64,0
"0",28.5714285714286,49.2753623188406,42.1052631578947,46.1538461538462,40,0.1,45,4
"0",54.4444444444444,51.7241379310345,53.3333333333333,55.5555555555556,213,1.21052631578947,87,2
"1",54.4444444444444,51.7241379310345,45.8823529411765,46.1538461538462,128,0.55,65,0
"1",54.4444444444444,51.7241379310345,42.4657534246575,54.8387096774194,197,1.18181818181818,68,1
"0",54.4444444444444,51.5625,42.1052631578947,55.5555555555556,140,0.684210526315789,62,1
"1",54.4444444444444,49.3150684931507,75,46.1538461538462,210,2,89,0
"1",54.4444444444444,51.5625,53.3333333333333,53.3333333333333,168,1.1,84,2
"1",54.4444444444444,52.112676056338,59.2592592592593,44.8275862068966,131,0.625,78,2
"0",28.5714285714286,52.112676056338,59.2592592592593,54.8387096774194,154,0.785714285714286,65,0
"0",50.6666666666667,49.2753623188406,45.4545454545455,54.8387096774194,252,1.2,75,2
"1",54.4444444444444,51.5625,45.8823529411765,54.8387096774194,134,0.8,75,1
"1",48.1481481481481,51.7241379310345,59.2592592592593,54.8387096774194,131,0.727272727272727,82,1
"1",28.5714285714286,52.112676056338,53.3333333333333,44.8275862068966,171,0.875,58,3
"1",54.4444444444444,52.112676056338,42.4657534246575,54.8387096774194,182,1.2,83,1
"1",54.4444444444444,49.3150684931507,75,46.1538461538462,206,1.0625,65,2
"0",54.4444444444444,52.112676056338,42.1052631578947,46.1538461538462,129,0.666666666666667,62,2
"1",54.4444444444444,49.2753623188406,42.4657534246575,60,132,2,92,0
"1",54.4444444444444,49.3150684931507,59.2592592592593,60,165,0.6875,73,2
"0",54.4444444444444,51.5625,42.4657534246575,55.5555555555556,176,0.764705882352941,71,1
"0",30,52.112676056338,42.1052631578947,54.8387096774194,120,0.277777777777778,45,6
"0",54.4444444444444,49.2753623188406,42.1052631578947,55.5555555555556,170,0.777777777777778,70,2
"0",50.6666666666667,55.8139534883721,75,44.8275862068966,199,0.782608695652174,68,1
"0",50.6666666666667,52.112676056338,45.4545454545455,44.8275862068966,216,1.21428571428571,82,3
"0",50.6666666666667,49.3150684931507,42.1052631578947,44.8275862068966,85,0.428571428571429,47,4
"0",50.6666666666667,49.2753623188406,45.4545454545455,44.8275862068966,278,1.06666666666667,62,1
"1",50.6666666666667,45.2380952380952,78.5714285714286,44.8275862068966,270,1.35294117647059,96,3
"1",50.6666666666667,45.2380952380952,42.4657534246575,54.8387096774194,149,0.714285714285714,65,4
"1",54.4444444444444,51.5625,45.4545454545455,54.8387096774194,216,2,86,1
"1",50.6666666666667,55.8139534883721,59.2592592592593,55.5555555555556,108,0.571428571428571,60,1
"1",54.4444444444444,52.112676056338,42.1052631578947,55.5555555555556,72,0.388888888888889,61,2
"0",54.4444444444444,51.5625,45.8823529411765,44.8275862068966,139,0.75,71,0
"0",33.3333333333333,49.3150684931507,45.8823529411765,44.8275862068966,149,0.65,81,0
"1",50.6666666666667,52.112676056338,55.5555555555556,44.8275862068966,237,1.04761904761905,80,1
"1",54.4444444444444,49.2753623188406,53.3333333333333,54.8387096774194,185,1.27272727272727,79,1
"0",50.6666666666667,51.7241379310345,45.8823529411765,55.5555555555556,119,0.4,58,3
"0",54.4444444444444,45.2380952380952,42.4657534246575,44.8275862068966,97,0.4,14,0
"0",54.4444444444444,51.5625,45.8823529411765,54.8387096774194,147,0.625,80,2
"1",54.4444444444444,45.2380952380952,53.3333333333333,54.8387096774194,173,1.5,88,1
"0",28.5714285714286,49.3150684931507,53.3333333333333,54.8387096774194,180,0.882352941176471,62,1
"1",54.4444444444444,52.112676056338,59.2592592592593,44.8275862068966,175,1.2,71,3
"0",54.4444444444444,49.3150684931507,53.3333333333333,54.8387096774194,180,0.647058823529412,58,2
"1",28.5714285714286,49.2753623188406,42.1052631578947,61.5384615384615,131,0.526315789473684,65,2
"0",30,51.7241379310345,42.1052631578947,46.1538461538462,122,0.466666666666667,60,2
"0",54.4444444444444,55.8139534883721,42.4657534246575,55.5555555555556,157,0.8125,71,0
"0",50.6666666666667,51.7241379310345,42.1052631578947,54.8387096774194,154,0.647058823529412,59,2
"1",50.6666666666667,51.5625,45.8823529411765,60,151,0.764705882352941,61,3
"0",54.4444444444444,45.2380952380952,45.8823529411765,54.8387096774194,138,0.846153846153846,60,1
"1",45.4545454545455,52.112676056338,59.2592592592593,54.8387096774194,127,1.33333333333333,88,0
"1",54.4444444444444,49.3150684931507,45.4545454545455,55.5555555555556,235,1.33333333333333,74,3
"0",54.4444444444444,49.2753623188406,45.8823529411765,54.8387096774194,141,0.55,74,3
"0",50.6666666666667,55.8139534883721,53.3333333333333,55.5555555555556,191,0.875,73,1
"1",54.4444444444444,51.7241379310345,42.4657534246575,44.8275862068966,178,0.8,68,1
"0",54.4444444444444,45.2380952380952,42.4657534246575,44.8275862068966,179,0.8125,87,3
"0",54.4444444444444,49.3150684931507,59.2592592592593,55.5555555555556,146,0.6,56,2
"0",50.6666666666667,55.8139534883721,75,54.8387096774194,222,0.8,65,1
"0",30,49.2753623188406,42.4657534246575,54.8387096774194,147,0.526315789473684,50,1
"1",54.4444444444444,55.8139534883721,75,44.8275862068966,242,1.27777777777778,68,2
"0",45.4545454545455,49.3150684931507,59.2592592592593,54.8387096774194,163,0.625,53,3
"0",50.6666666666667,45.2380952380952,55.5555555555556,44.8275862068966,322,1.35294117647059,55,4
"1",50.6666666666667,52.112676056338,55.5555555555556,44.8275862068966,258,1.17647058823529,74,3
"0",50.6666666666667,51.7241379310345,45.8823529411765,54.8387096774194,168,0.647058823529412,67,2
"1",50.6666666666667,49.2753623188406,45.4545454545455,54.8387096774194,248,1.55555555555556,100,0
"0",54.4444444444444,49.2753623188406,42.1052631578947,54.8387096774194,106,0.428571428571429,80,0
"1",54.4444444444444,51.7241379310345,78.5714285714286,54.8387096774194,201,1.14285714285714,95,1
"1",48.1481481481481,45.2380952380952,45.8823529411765,55.5555555555556,163,0.642857142857143,74,3
"0",54.4444444444444,51.5625,75,55.5555555555556,209,0.846153846153846,65,3
"1",54.4444444444444,55.8139534883721,42.4657534246575,55.5555555555556,154,0.818181818181818,80,2
"0",54.4444444444444,55.8139534883721,45.4545454545455,54.8387096774194,237,1.13333333333333,65,2
"0",54.4444444444444,49.3150684931507,59.2592592592593,54.8387096774194,155,0.705882352941177,75,3
"1",54.4444444444444,51.7241379310345,42.4657534246575,54.8387096774194,209,1.23529411764706,85,3
"1",54.4444444444444,45.2380952380952,42.1052631578947,55.5555555555556,107,0.416666666666667,79,2
"1",50.6666666666667,52.112676056338,53.3333333333333,54.8387096774194,215,1.42857142857143,85,1
"1",28.5714285714286,51.7241379310345,75,46.1538461538462,154,1.2,73,2
"1",28.5714285714286,49.3150684931507,42.1052631578947,46.1538461538462,131,0.533333333333333,76,3
"0",71.4285714285714,51.5625,53.3333333333333,46.1538461538462,224,0.588235294117647,76,2
"0",48.1481481481481,49.2753623188406,42.1052631578947,55.5555555555556,136,0.714285714285714,45,1
"1",54.4444444444444,55.8139534883721,42.1052631578947,55.5555555555556,135,0.571428571428571,74,2
"1",48.1481481481481,45.2380952380952,59.2592592592593,55.5555555555556,149,2.2,81,0
"1",54.4444444444444,52.112676056338,42.4657534246575,55.5555555555556,202,0.842105263157895,69,2
"1",54.4444444444444,51.7241379310345,59.2592592592593,54.8387096774194,158,0.8,73,0
"0",28.5714285714286,45.2380952380952,42.1052631578947,54.8387096774194,87,0.1875,62,0
"0",50.6666666666667,49.2753623188406,42.1052631578947,54.8387096774194,99,0.3125,58,2
"1",30,55.8139534883721,55.5555555555556,54.8387096774194,279,1.46666666666667,75,2
"0",54.4444444444444,49.2753623188406,53.3333333333333,55.5555555555556,186,0.823529411764706,83,3
"0",54.4444444444444,55.8139534883721,45.8823529411765,55.5555555555556,145,0.5625,77,0
"0",54.4444444444444,52.112676056338,42.1052631578947,55.5555555555556,60,0.15,45,6
"0",30,45.2380952380952,42.4657534246575,54.8387096774194,179,0.571428571428571,62,2
"0",54.4444444444444,52.112676056338,45.8823529411765,44.8275862068966,131,0.5625,45,4
"0",54.4444444444444,49.2753623188406,59.2592592592593,54.8387096774194,177,0.857142857142857,76,1
"0",30,55.8139534883721,59.2592592592593,54.8387096774194,119,0.4375,50,3
"0",50.6666666666667,45.2380952380952,42.4657534246575,44.8275862068966,138,0.375,59,3
"0",48.1481481481481,49.3150684931507,45.4545454545455,50,241,0.933333333333333,72,3
"0",48.1481481481481,49.2753623188406,45.4545454545455,50,268,1.11111111111111,73,2
"0",48.1481481481481,45.2380952380952,55.5555555555556,53.3333333333333,286,1.12,83,2
"0",50.6666666666667,49.2753623188406,45.8823529411765,44.8275862068966,131,0.571428571428571,55,4
"1",48.1481481481481,45.2380952380952,75,54.8387096774194,226,1.07142857142857,100,3
"0",48.1481481481481,55.8139534883721,45.8823529411765,54.8387096774194,131,0.625,71,1
"1",54.4444444444444,51.5625,59.2592592592593,54.8387096774194,149,0.8,73,2
"0",48.1481481481481,49.3150684931507,59.2592592592593,46.1538461538462,176,0.8125,57,2
"1",48.1481481481481,45.2380952380952,78.5714285714286,54.8387096774194,274,1.4375,88,0
"1",54.4444444444444,55.8139534883721,75,55.5555555555556,246,1.63636363636364,75,3
"1",48.1481481481481,49.2753623188406,45.8823529411765,55.5555555555556,102,1,79,0
"1",50.6666666666667,51.5625,45.4545454545455,55.5555555555556,222,1.25,74,1
"1",48.1481481481481,49.3150684931507,45.8823529411765,55.5555555555556,141,0.736842105263158,63,0
"1",50.6666666666667,49.2753623188406,75,54.8387096774194,184,0.9375,70,1
"1",54.4444444444444,51.5625,59.2592592592593,54.8387096774194,155,0.588235294117647,78,4
"1",30,52.112676056338,75,55.5555555555556,234,1.11111111111111,68,4
"0",54.4444444444444,51.7241379310345,42.1052631578947,46.1538461538462,89,0.294117647058824,53,1
"0",48.1481481481481,45.2380952380952,42.4657534246575,55.5555555555556,195,0.736842105263158,70,1
"0",50.6666666666667,52.112676056338,53.3333333333333,55.5555555555556,200,1,64,0
"0",28.5714285714286,49.3150684931507,42.4657534246575,55.5555555555556,159,0.5,58,1
"0",28.5714285714286,49.2753623188406,45.8823529411765,60,168,0.764705882352941,59,2
"1",54.4444444444444,55.8139534883721,42.1052631578947,46.1538461538462,102,0.368421052631579,48,0
"0",30,49.3150684931507,45.8823529411765,60,124,0.391304347826087,48,6
"1",100,55.8139534883721,42.4657534246575,60,168,0.736842105263158,73,6
"1",54.4444444444444,49.2753623188406,75,46.1538461538462,179,1.71428571428571,94,2
"1",54.4444444444444,49.3150684931507,42.4657534246575,60,175,1,73,2
"0",54.4444444444444,51.7241379310345,42.1052631578947,46.1538461538462,103,0.352941176470588,45,1
"0",48.1481481481481,49.2753623188406,42.1052631578947,46.1538461538462,103,0.35,70,1
"1",54.4444444444444,52.112676056338,42.4657534246575,55.5555555555556,183,1,77,1
"1",54.4444444444444,55.8139534883721,45.8823529411765,60,127,0.714285714285714,68,0
"0",48.1481481481481,45.2380952380952,45.8823529411765,55.5555555555556,96,0.380952380952381,64,0
"0",54.4444444444444,55.8139534883721,45.8823529411765,46.1538461538462,174,0.75,67,0
"1",54.4444444444444,49.3150684931507,42.4657534246575,46.1538461538462,194,1,88,0
"0",54.4444444444444,51.7241379310345,42.4657534246575,33.3333333333333,203,0.705882352941177,68,3
"0",50.6666666666667,50,42.4657534246575,33.3333333333333,170,0.6875,48,4
"0",54.4444444444444,51.7241379310345,59.2592592592593,60,169,0.4,81,0
"1",48.1481481481481,45.2380952380952,42.1052631578947,60,104,0.24,50,4
"0",50.6666666666667,52.112676056338,45.8823529411765,55.5555555555556,114,0.294117647058824,50,4
"1",54.4444444444444,49.3150684931507,42.4657534246575,54.8387096774194,150,0.833333333333333,61,1
"0",54.4444444444444,55.8139534883721,42.4657534246575,33.3333333333333,134,0.6,68,1
"0",54.4444444444444,51.7241379310345,42.4657534246575,55.5555555555556,134,0.384615384615385,46,3
"1",50.6666666666667,50,53.3333333333333,55.5555555555556,214,1,79,1
"0",50.6666666666667,50,42.4657534246575,46.1538461538462,199,0.941176470588235,64,2
"0",30,55.8139534883721,42.4657534246575,55.5555555555556,189,0.666666666666667,56,4
"0",50.6666666666667,51.5625,42.4657534246575,0,207,1.17647058823529,65,3
"1",48.1481481481481,45.2380952380952,59.2592592592593,46.1538461538462,173,0.684210526315789,67,3
"0",50.6666666666667,49.3150684931507,42.4657534246575,60,130,0.785714285714286,55,2
"0",50.6666666666667,50,45.4545454545455,46.1538461538462,236,1.05882352941176,86,3
"1",50.6666666666667,49.3150684931507,53.3333333333333,55.5555555555556,205,1.625,88,2
"1",50.6666666666667,51.5625,42.4657534246575,60,148,0.684210526315789,62,0
"1",54.4444444444444,45.2380952380952,42.1052631578947,60,86,0.454545454545455,63,0
"1",54.4444444444444,52.112676056338,42.1052631578947,60,111,0.611111111111111,60,4
"1",54.4444444444444,50,45.8823529411765,61.5384615384615,90,0.636363636363636,60,3
"0",50.6666666666667,49.3150684931507,42.1052631578947,61.5384615384615,150,0.571428571428571,73,3
"1",54.4444444444444,51.7241379310345,42.4657534246575,33.3333333333333,188,1.0625,71,4
"0",50.6666666666667,50,59.2592592592593,33.3333333333333,107,0.25,33,4
"0",48.1481481481481,45.2380952380952,45.8823529411765,0,117,0.392857142857143,53,1
"0",50.6666666666667,55.8139534883721,71.4285714285714,60,310,1.33333333333333,87,2
"1",50.6666666666667,51.7241379310345,45.4545454545455,61.5384615384615,233,1.125,62,3
"0",50.6666666666667,51.5625,59.2592592592593,0,157,0.666666666666667,57,4
"0",33.3333333333333,49.3150684931507,55.5555555555556,33.3333333333333,228,0.882352941176471,71,1
"1",54.4444444444444,52.112676056338,42.1052631578947,61.5384615384615,120,0.5,57,3
"0",54.4444444444444,45.2380952380952,59.2592592592593,0,155,0.5625,70,3
"1",54.4444444444444,55.8139534883721,42.1052631578947,50,97,0.315789473684211,52,6
"1",48.1481481481481,50,59.2592592592593,33.3333333333333,165,0.736842105263158,71,1
"1",50.6666666666667,50,59.2592592592593,46.1538461538462,183,0.8,86,0
"1",50.6666666666667,51.7241379310345,75,33.3333333333333,229,1.41666666666667,76,1
"0",50.6666666666667,52.112676056338,75,55.5555555555556,216,0.888888888888889,75,5
"1",66.6666666666667,49.3150684931507,59.2592592592593,55.5555555555556,176,0.8,57,4
"1",54.4444444444444,51.5625,59.2592592592593,46.1538461538462,157,0.857142857142857,68,0
"1",54.4444444444444,49.3150684931507,42.4657534246575,60,155,0.5,86,2
"1",50.6666666666667,55.8139534883721,75,60,187,0.583333333333333,62,1
"0",54.4444444444444,52.112676056338,42.4657534246575,50,143,0.578947368421053,50,2
"0",50.6666666666667,49.3150684931507,42.1052631578947,61.5384615384615,131,0.4,57,7
"0",50.6666666666667,50,42.4657534246575,61.5384615384615,115,0.35,48,7
"0",45.4545454545455,52.112676056338,45.8823529411765,61.5384615384615,106,0.3125,65,3
"0",50.6666666666667,51.7241379310345,45.4545454545455,61.5384615384615,245,0.9375,78,2
"1",48.1481481481481,45.2380952380952,45.4545454545455,55.5555555555556,232,0.941176470588235,80,1
"1",50.6666666666667,45.2380952380952,78.5714285714286,44.8275862068966,285,1.58333333333333,84,3
"0",50.6666666666667,51.5625,42.4657534246575,54.8387096774194,186,0.772727272727273,71,7
"1",33.3333333333333,49.3150684931507,75,54.8387096774194,178,0.846153846153846,63,4
"0",45.4545454545455,50,42.1052631578947,55.5555555555556,164,0.666666666666667,71,2
"1",50.6666666666667,51.7241379310345,45.4545454545455,46.1538461538462,258,1.30769230769231,74,2
"0",33.3333333333333,49.3150684931507,45.4545454545455,53.3333333333333,247,1.05555555555556,82,0
"0",50.6666666666667,45.2380952380952,42.1052631578947,54.8387096774194,118,0.2,65,3
"1",54.4444444444444,49.2753623188406,45.4545454545455,54.8387096774194,251,1.05882352941176,86,1
"1",100,51.5625,42.1052631578947,54.8387096774194,110,0.4,83,0
"0",54.4444444444444,49.2753623188406,75,55.5555555555556,209,0.714285714285714,53,5
"0",48.1481481481481,45.2380952380952,42.4657534246575,46.1538461538462,60,0.25,40,1
"0",54.4444444444444,51.5625,45.8823529411765,54.8387096774194,97,0.357142857142857,59,1
"1",54.4444444444444,49.3150684931507,42.1052631578947,54.8387096774194,137,0.636363636363636,72,0
"1",50.6666666666667,49.2753623188406,59.2592592592593,55.5555555555556,110,0.4,67,4
"1",30,51.5625,42.1052631578947,55.5555555555556,124,0.5,46,3
"1",48.1481481481481,45.2380952380952,42.1052631578947,55.5555555555556,97,0.315789473684211,58,2
"1",50.6666666666667,100,42.4657534246575,44.8275862068966,167,0.529411764705882,76,3
"1",54.4444444444444,51.7241379310345,45.8823529411765,55.5555555555556,125,0.727272727272727,75,1
"1",33.3333333333333,49.3150684931507,42.1052631578947,46.1538461538462,58,0.75,67,0
"1",54.4444444444444,50,42.1052631578947,46.1538461538462,102,0.533333333333333,71,2
"1",45.4545454545455,49.2753623188406,42.1052631578947,60,99,0.444444444444444,62,3
"1",50.6666666666667,51.5625,55.5555555555556,46.1538461538462,246,2,100,0
"0",33.3333333333333,45.2380952380952,59.2592592592593,60,184,0.6,65,2
"0",54.4444444444444,45.2380952380952,45.8823529411765,60,133,0.733333333333333,77,1
"1",50.6666666666667,49.3150684931507,75,46.1538461538462,203,0.5,80,1
"1",54.4444444444444,100,42.4657534246575,61.5384615384615,164,0.75,77,2
"0",50.6666666666667,49.3150684931507,45.8823529411765,60,154,0.476190476190476,54,5
"1",54.4444444444444,49.2753623188406,42.1052631578947,60,115,0.5,50,2
"1",50.6666666666667,50,53.3333333333333,46.1538461538462,189,1.16666666666667,83,2
"1",50.6666666666667,45.2380952380952,45.4545454545455,46.1538461538462,277,1.69230769230769,82,2
"0",50.6666666666667,51.7241379310345,45.4545454545455,54.8387096774194,258,1,72,4
"0",33.3333333333333,49.3150684931507,53.3333333333333,44.8275862068966,191,0.666666666666667,71,2
"0",50.6666666666667,51.5625,45.4545454545455,44.8275862068966,215,1,70,3
"1",50.6666666666667,100,45.4545454545455,61.5384615384615,226,0.941176470588235,70,3
"0",50.6666666666667,49.2753623188406,45.8823529411765,33.3333333333333,138,0.285714285714286,57,5
"1",54.4444444444444,45.2380952380952,45.8823529411765,61.5384615384615,148,0.619047619047619,65,1
"1",50.6666666666667,50,42.4657534246575,61.5384615384615,185,1.07142857142857,75,2
"0",50.6666666666667,49.3150684931507,75,53.3333333333333,206,0.736842105263158,73,5
"0",50.6666666666667,50,59.2592592592593,55.5555555555556,162,0.5,44,3
"1",54.4444444444444,51.7241379310345,78.5714285714286,54.8387096774194,243,1.3,81,3
"0",50.6666666666667,49.3150684931507,42.4657534246575,46.1538461538462,184,0.705882352941177,55,4
